Commit,File,Scope
https://github.com/swc-project/swc/commit/13b2f38cdd9b11b5a4e021ef3340458071d4a926,eval.rs,1-Impl
https://github.com/swc-project/swc/commit/309a9de0fd825c4caa083bde8dd71263a4b5c570,errors.rs,0-Fn
https://github.com/swc-project/swc/commit/3e03ebf8bb527d3237b309c3df3a24bc9ebf7314,fixture.rs,1-Fn
https://github.com/swc-project/swc/commit/3e03ebf8bb527d3237b309c3df3a24bc9ebf7314,fixture.rs,3-Fn
https://github.com/swc-project/swc/commit/716bfe05b298c750c08e56264485e48072539369,mod.rs,7-Impl
https://github.com/swc-project/swc/commit/716bfe05b298c750c08e56264485e48072539369,ast_node_macro.rs,0-Fn
https://github.com/swc-project/swc/commit/8615d69ac385979bc7a0bf5a49be5d8e87d3a8ec,common_js.rs,0-Impl
https://github.com/swc-project/swc/commit/8615d69ac385979bc7a0bf5a49be5d8e87d3a8ec,umd.rs,0-Impl
https://github.com/swc-project/swc/commit/e8670b3383b4baf02a94702bc92a6dcdcd647755,normal.rs,0-Impl
https://github.com/swc-project/swc/commit/ea93e1d1be8f13f09233326fcbc78f906960c0e8,class.rs,2-Impl
https://github.com/swc-project/swc/commit/eaeffabf74d73696bb45e106a92cbcd9fd34d8f3,destructuring.rs,3-Impl
https://github.com/swc-project/swc/commit/eaeffabf74d73696bb45e106a92cbcd9fd34d8f3,destructuring.rs,7-Fn
https://github.com/swc-project/swc/commit/eaeffabf74d73696bb45e106a92cbcd9fd34d8f3,mod.rs,1-Impl
https://github.com/swc-project/swc/commit/eaeffabf74d73696bb45e106a92cbcd9fd34d8f3,spread.rs,2-Impl
https://github.com/tauri-apps/tauri/commit/06aa87b65f4608ded0dc312d526e83065618a1c8,manager.rs,2-Impl
https://github.com/tauri-apps/tauri/commit/40ac52971eb350e839f41401043c5cde31fa8974,global_shortcut.rs,0-Impl
https://github.com/tauri-apps/tauri/commit/74dff536d4757820e68ab05301be83c0870c22ed,window.rs,1-Impl
https://github.com/tauri-apps/tauri/commit/8d2e4c63c7f660a1ff8e79d46f461ccfcf5bcc2e,manager.rs,4-Impl
https://github.com/tauri-apps/tauri/commit/8e2387018940e9e1421948d74a82156661ce2e4b,build.rs,0-Impl
https://github.com/tauri-apps/tauri/commit/ac37b56ef43c9e97039967a5fd99f0d2dccb5b5a,window.rs,1-Impl
https://github.com/tauri-apps/tauri/commit/bef9f2845e14cf5b7955a39ba5cc262a96e548b8,lib.rs,0-Fn
https://github.com/tokio-rs/tokio/commit/0da23aad772afb22db8edf73ac0f034c5ada3bde,watch.rs,4-Impl
https://github.com/tokio-rs/tokio/commit/9264b837d897dcdf974703a6739132b995e669bc,sync_mutex_owned.rs,1-Fn
https://github.com/tokio-rs/tokio/commit/c5d37204dc7c4a3f1de2e413f151bd7d23e7e63d,handle.rs,0-Impl
https://github.com/xi-editor/xi-editor/commit/53c5b9622492f52386c349fd8f9e83ecbbbd7c95,config.rs,8-Impl
https://github.com/xi-editor/xi-editor/commit/53c5b9622492f52386c349fd8f9e83ecbbbd7c95,tabs.rs,1-Impl
https://github.com/xi-editor/xi-editor/commit/add9e3e2f74c1324e85d1e2208f361b435b3fe2f,lib.rs,4-Fn
https://github.com/yewstack/yew/commit/cb5a609e0897d3c79a07aa2f5c2b377a8e54c12a,bcomp.rs,3-Impl
https://github.com/yewstack/yew/commit/e9de1652cf92b019447a912e99b9e45f0dbb176d,vcomp.rs,2-Impl
https://github.com/yewstack/yew/commit/e9de1652cf92b019447a912e99b9e45f0dbb176d,vtag.rs,0-Impl
https://github.com/yewstack/yew/commit/fa8a1d9f007b00c02a3e3edabbb6d87fad9dc58c,main.rs,1-Fn
