Commit,File,Scope
https://github.com/nushell/nushell/commit/ce4d9dc7c6df985dc8049459dc4f2d4526585548,config.rs,0-Struct
https://github.com/nushell/nushell/commit/f70c6d5d485a1d533fee15a7d5af6275b2e1ee96,expand_trace.rs,0-Struct
https://github.com/nushell/nushell/commit/f70c6d5d485a1d533fee15a7d5af6275b2e1ee96,hir.rs,0-Struct
https://github.com/ogham/exa/commit/e44858eb411607b56984f3d584ca833510df7930,dir.rs,1-Struct
https://github.com/ogham/exa/commit/e44858eb411607b56984f3d584ca833510df7930,details.rs,1-Struct
https://github.com/ogham/exa/commit/e936d7e09f100044251f1f059175f075182a362e,file.rs,0-Struct
https://github.com/ogham/exa/commit/e98c765078c42b79b3af05beefc39c1e301d4819,table.rs,3-Struct
https://github.com/rust-lang/rust/commit/db8a9274a9e3feb90c3db5f7046f9b3566867f5a,ast.rs,2-Struct
https://github.com/rustdesk/rustdesk/commit/77bb821ecfc9addd707ef51496d4bad881480849,fs.rs,1-Struct
https://github.com/rustdesk/rustdesk/commit/d825d30e53c6916c71dda69ab38c174b4ea88869,clipboard_service.rs,0-Struct
https://github.com/SergioBenitez/Rocket/commit/1ef7a15bab6e9048b98799ade4b91546f040ad10,catcher.rs,0-Struct
https://github.com/sharkdp/fd/commit/095bad550f5ff131c4eb8279775a94bf0e9562df,opts.rs,0-Struct
https://github.com/sharkdp/fd/commit/6b92c5db9018ded58a92fc96626ff019f3b2fa24,config.rs,0-Struct
https://github.com/starship/starship/commit/09672eeea74652d8e3ad43e08355aa918f6a2fc5,starship_root.rs,0-Struct
https://github.com/starship/starship/commit/1652c0bdb1d3c62c78c4e8bdde146464b6331539,starship_root.rs,0-Struct
https://github.com/starship/starship/commit/1c305c9de7c7e02e60496833107cbff3fbda98c3,directory.rs,0-Struct
https://github.com/starship/starship/commit/1cd4f12bb44bd90abfe8ba851d9b7f3905d265b4,starship_root.rs,0-Struct
https://github.com/starship/starship/commit/6426bbe3e489faa4b3ebefc028f37496b3ca5caa,module.rs,0-Struct
https://github.com/starship/starship/commit/688f1b3457addedf10fe673e9329756d9bd2f6c9,context.rs,0-Struct
https://github.com/starship/starship/commit/e680540cfc4c783266183a589a26a33605bead43,cmd_duration.rs,0-Struct
https://github.com/swc-project/swc/commit/028d0ce2c6e275f7b9ca1652c60fa18c1a10c667,block_scoping.rs,2-Struct
https://github.com/swc-project/swc/commit/07e2cffb4333bfe3b6ee1d2f970a1f1b5fc7ba13,config.rs,0-Struct
https://github.com/swc-project/swc/commit/07e2cffb4333bfe3b6ee1d2f970a1f1b5fc7ba13,config.rs,1-Struct
https://github.com/swc-project/swc/commit/10718547e0724271f7b8e06292647ec6faa035f7,util.rs,0-Struct
https://github.com/swc-project/swc/commit/162c1fe047631c35f8b8105c1a40ad6728e6edff,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/19bcb06f736ddafcefb93268894158bc08506c00,config.rs,3-Struct
https://github.com/swc-project/swc/commit/19bcb06f736ddafcefb93268894158bc08506c00,config.rs,7-Struct
https://github.com/swc-project/swc/commit/21848ce2eac1553812a831247e495eb275396ed6,fixer.rs,0-Struct
https://github.com/swc-project/swc/commit/22b40e2b1768f0a053822d0ab7246b4d53a1c829,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/28bb61fb8d2b2ef8940354e7fc2c5c64244ab579,mod.rs,1-Struct
https://github.com/swc-project/swc/commit/2c52021ed42adc8d3524562c21a0dfca31c8d110,lib.rs,2-Struct
https://github.com/swc-project/swc/commit/2d062432a8ed2447514d161364e7dba0de92f5f9,module.rs,0-Struct
https://github.com/swc-project/swc/commit/2f2e35af6968d432c1a4dee1664a5de89069a4c3,lib.rs,0-Struct
https://github.com/swc-project/swc/commit/33a43f85b18191ed2a68d04a1c2e39aa623e6b66,arguments.rs,0-Struct
https://github.com/swc-project/swc/commit/4853821d004f366c89c1b9122786e26ff923df05,ctx.rs,0-Struct
https://github.com/swc-project/swc/commit/487273fc5b5f964c159ea23d409b0f66e1d74229,lib.rs,0-Struct
https://github.com/swc-project/swc/commit/48d61039d24aaef688bf0d573d6f6037366c5eec,lib.rs,5-Struct
https://github.com/swc-project/swc/commit/48d61039d24aaef688bf0d573d6f6037366c5eec,mod.rs,7-Struct
https://github.com/swc-project/swc/commit/48d61039d24aaef688bf0d573d6f6037366c5eec,mod.rs,4-Struct
https://github.com/swc-project/swc/commit/4d4e4ce97989e8fdfc304fdfeda9ea39696b0bac,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/4f2dbd816c12b9e5f86883d326e576d429f61b9d,base.rs,2-Struct
https://github.com/swc-project/swc/commit/4ff6d4ed4abbdbebf92a75c64c2b0fc5b374de0f,config.rs,0-Struct
https://github.com/swc-project/swc/commit/5a0bacb5b8c490cd9dd39ad2e14787220486b470,tests.rs,2-Struct
https://github.com/swc-project/swc/commit/693c22aa93ce115aca294f61feefe4582336ada3,mod.rs,3-Struct
https://github.com/swc-project/swc/commit/6f006208ac555ef02aac7a1c8c09dff124564e8c,merge.rs,2-Struct
https://github.com/swc-project/swc/commit/6f33c327cb3853e4d180ed997174636d3c5d42ab,constructor.rs,2-Struct
https://github.com/swc-project/swc/commit/76e646804a025e2a451314013a437e79a6cd8ce2,lib.rs,1-Struct
https://github.com/swc-project/swc/commit/81061a91bbc50c340880e389ca21b090378d14d6,ctx.rs,0-Struct
https://github.com/swc-project/swc/commit/840305726875f250babe254d16e9f01e36305477,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/8a01e2b7b6ffaa35e11a74549db3dc1f46ad0bab,cjs.rs,0-Struct
https://github.com/swc-project/swc/commit/8a8db58f1c879a269fecfbcf08813f40b580ca0f,lit.rs,1-Struct
https://github.com/swc-project/swc/commit/8bdfcd996aa5abde0e50743b90f4d36fd25003ba,lib.rs,1-Struct
https://github.com/swc-project/swc/commit/8cbbddb957a267995d86e701f99aa9a214b1a570,mod.rs,0-Struct
https://github.com/swc-project/swc/commit/916858ae814aea5da8300c3fea08649b89196714,lib.rs,2-Struct
https://github.com/swc-project/swc/commit/9793926cc8fc8110b2e4fcbe6c488b33d374a935,ctx.rs,0-Struct
